bobon_3,4.596243e+00,8.230162e+00,7.669474e+00
bobon_4,1.308941e+00,2.699167e+00,8.799636e+00
bobon_5,2.073945e+00,3.340399e+00,9.697388e+00
bug_1,2.226686e+00,5.177677e+00,6.448398e+00
bug_2,1.386328e+00,2.605438e+00,9.399150e+00
bug_3,1.013583e+00,1.962444e+00,1.022419e+01
bug_4,-1.205153e+00,2.361557e+00,3.300096e+00
bug_5,1.251372e+00,2.541173e+00,9.075922e+00
davidson_1,1.484631e+00,3.961286e+00,6.569919e+00
davidson_2,-6.163463e-02,2.079611e+00,6.130066e+00
davidson_3,1.897288e+00,6.798236e+00,4.419073e+00
davidson_4,1.095571e+00,3.233867e+00,6.885765e+00
davidson_5,5.222528e-01,2.732854e+00,6.368887e+00
fdps_1,1.652131e+00,3.573750e+00,7.699838e+00
fdps_2,1.409859e+00,3.681082e+00,6.859962e+00
fdps_3,3.428917e+00,7.961004e+00,5.958794e+00
fdps_4,2.599533e+00,4.553559e+00,8.313347e+00
fdps_5,1.492906e+00,3.107508e+00,8.301164e+00
geniusturtle_1,-2.907470e+00,-7.875308e-01,4.645968e+00
geniusturtle_2,9.976901e-02,5.114721e+00,2.909781e+00
geniusturtle_3,-9.561369e-01,8.707441e-01,6.282785e+00
geniusturtle_4,-7.737597e-01,2.100021e+00,4.463496e+00
geniusturtle_5,-1.523652e+00,2.932958e-01,6.003741e+00
geniusturtle_6,4.411379e-01,3.226891e+00,5.378140e+00
geniusturtle_7,-2.394204e+00,1.626102e+00,2.070140e+00
geniusturtle_8,-1.310206e-01,3.321755e+00,4.137301e+00
heycat_1,2.364226e+00,4.324951e+00,8.126768e+00
heycat_2,2.234339e+00,4.255771e+00,7.911271e+00
heycat_3,2.075031e+00,3.481034e+00,9.266663e+00
heycat_4,2.084583e+00,4.044227e+00,7.926554e+00
heycat_5,1.841198e+00,4.652198e+00,6.339834e+00
jmzen_1,2.535555e+00,5.704448e+00,6.427048e+00
jmzen_2,1.297477e+00,3.099333e+00,7.719380e+00
jmzen_3,1.374350e+00,3.154142e+00,7.821540e+00
jmzen_4,2.012168e+00,4.148166e+00,7.532043e+00
jmzen_5,1.914366e+00,4.415342e+00,6.842882e+00
khair_1,7.119934e-01,3.188207e+00,6.033810e+00
khair_2,8.040673e-02,1.134708e+00,9.224995e+00
khair_3,1.096564e+00,4.161949e+00,5.462370e+00
khair_4,1.213073e+00,3.437773e+00,6.806216e+00
khair_5,1.434532e-01,2.524088e+00,5.819552e+00
khair_6,3.717367e-01,1.508576e+00,9.069803e+00
leon_1,4.349729e+00,8.113372e+00,7.341832e+00
leon_2,3.468195e+00,7.816065e+00,6.121881e+00
leon_3,8.785484e-01,3.202929e+00,6.401446e+00
leon_4,2.255193e+00,4.479879e+00,7.549386e+00
leon_5,2.491581e+00,5.172595e+00,7.010663e+00
leon_6,3.199900e+00,5.844713e+00,7.614146e+00
leon_7,1.622716e+00,4.065755e+00,6.722446e+00
leon_8,1.876187e+00,3.471146e+00,8.612298e+00
leon_9,2.890121e+00,5.451561e+00,7.490106e+00
stool_1,1.001623e+00,2.449874e+00,8.430917e+00
stool_2,2.308239e+00,4.044697e+00,8.571500e+00
stool_3,1.731624e+00,4.509101e+00,6.304351e+00
stool_4,4.636497e+00,9.396749e+00,6.875264e+00
stool_5,1.241884e+00,2.988181e+00,7.810773e+00
tammy_1,4.330535e+00,8.318172e+00,7.140284e+00
titon_1,3.712866e+00,6.324774e+00,8.071775e+00
titon_2,2.765182e+00,4.223612e+00,9.605894e+00
titon_3,2.599167e+00,4.352299e+00,8.743948e+00
titon_4,2.187495e+00,4.195565e+00,7.903577e+00
titon_5,2.313080e+00,4.728882e+00,7.272371e+00
yifen_1,2.204835e+00,3.636709e+00,9.281898e+00
yifen_2,9.840476e-01,1.676480e+00,1.155219e+01
yifen_3,1.130990e+00,1.927349e+00,1.104251e+01
yifen_4,2.804352e+00,5.690692e+00,6.979372e+00
yifen_5,2.635024e+00,4.922436e+00,7.725117e+00
